outcome, cumulative-outcome, X, Y, expected-LCS, found-LCS
HIT, 632, 1010010101100100, 1010011010011011, 3, 3
HIT, 633, 0110100110101000, 1010100110100111, 5, 5
HIT, 634, 0110010101010100, 1001100110010111, 4, 4
HIT, 635, 0101010101100100, 1010011001100111, 3, 3
HIT, 636, 0110010110100100, 0101010110011011, 3, 3
HIT, 637, 0101010110100100, 0101010110100111, 7, 7
HIT, 638, 0110011010010100, 0101101001011011, 5, 5
HIT, 639, 0110101010010100, 0110011001101011, 3, 3
HIT, 640, 1001100110011000, 1001011010011011, 3, 3
HIT, 641, 0110011001100100, 1001011001100111, 5, 5
MISS, 37, 0101100110010100, 0101010110101011, 3, 1
MISS, 38, 0110010110101000, 1001100110011011, 3, 1
HIT, 642, 0110011001100100, 0101100101101011, 3, 3
HIT, 643, 1010011010010100, 0110101001101011, 5, 5
HIT, 644, 1001010110010100, 0110010101010111, 4, 4
MISS, 39, 0110011001100100, 1010100110100111, 3, 1
HIT, 645, 0110100101100100, 1001101001100111, 4, 4
HIT, 646, 1010101010100100, 1010101001100111, 5, 5
MISS, 40, 1001011010011000, 1001100110011011, 3, 1
HIT, 647, 1010010110010100, 0110011010100111, 3, 3
HIT, 648, 0101010110101000, 0101010101100111, 5, 5
HIT, 649, 0110100110101000, 1001101010100111, 5, 5
HIT, 650, 1001010110011000, 0101011001101011, 6, 6
HIT, 651, 0101011010100100, 0110100110010111, 3, 3
HIT, 652, 0110011010011000, 0110011010011011, 7, 7
HIT, 653, 1001011001101000, 0101100110100111, 6, 6
HIT, 654, 0101100101011000, 1010101010010111, 3, 3
HIT, 655, 0110011010010100, 1010010110010111, 4, 4
HIT, 656, 0101011010101000, 1001010101011011, 4, 4
HIT, 657, 1010010101100100, 1010011010010111, 4, 4
HIT, 658, 1001011010010100, 0101100101011011, 3, 3
HIT, 659, 1010011001011000, 0101011010100111, 3, 3
MISS, 41, 0110011001101000, 1010100101101011, 3, 1
HIT, 660, 0110101010100100, 0110010110010111, 2, 2
HIT, 661, 0110101010010100, 1001101001100111, 3, 3
HIT, 662, 0101101001101000, 0101011001101011, 4, 4
HIT, 663, 1001010110100100, 1001011001101011, 3, 3
HIT, 664, 1001011010101000, 0101101001010111, 4, 4
HIT, 665, 0110010110011000, 1010101001100111, 3, 3
HIT, 666, 0101101001011000, 1010011010011011, 4, 4
HIT, 667, 1001100110011000, 0101101010011011, 3, 3
HIT, 668, 1010100110011000, 0101101010011011, 5, 5
HIT, 669, 1001101001100100, 0101100101101011, 3, 3
HIT, 670, 0101101001010100, 1001100101101011, 4, 4
HIT, 671, 1001100101100100, 0110011001011011, 6, 6
HIT, 672, 1001011010011000, 0101011010101011, 4, 4
HIT, 673, 0110010101100100, 1001010110100111, 5, 5
HIT, 674, 1001100101100100, 0110011010010111, 3, 3
HIT, 675, 0110010110101000, 0101101001010111, 4, 4
HIT, 676, 0110100101011000, 0101010110010111, 4, 4
HIT, 677, 1010010101011000, 1001101010101011, 2, 2
HIT, 678, 0110010110100100, 0101011001010111, 4, 4
HIT, 679, 1001101010010100, 1010010101101011, 4, 4
HIT, 680, 0101011001101000, 1010100110101011, 4, 4
HIT, 681, 1010011001100100, 0110101001100111, 5, 5
HIT, 682, 0110100110101000, 1001100110011011, 3, 3
HIT, 683, 1001011010101000, 1001101010011011, 4, 4
HIT, 684, 0110100101100100, 1001010101101011, 3, 3
HIT, 685, 1001101010100100, 1001011010101011, 5, 5
HIT, 686, 0101010110101000, 1001011001100111, 3, 3
HIT, 687, 1010011010101000, 0110101010010111, 5, 5
HIT, 688, 1010101010100100, 0101011001101011, 2, 2
HIT, 689, 1010100101101000, 0110011010100111, 4, 4
HIT, 690, 1001100110100100, 1001100101101011, 4, 4
HIT, 691, 1010011001010100, 1001101001011011, 3, 3
HIT, 692, 0110100101010100, 0101010110100111, 4, 4
HIT, 693, 1001011010101000, 1010101001100111, 4, 4
HIT, 694, 1001010110011000, 1010010110011011, 5, 5
HIT, 695, 1010100110010100, 1010100101100111, 4, 4
HIT, 696, 1010100110100100, 0101101001010111, 4, 4
HIT, 697, 1010011001101000, 0110100110100111, 4, 4
HIT, 698, 1010101010010100, 1001101010100111, 5, 5
HIT, 699, 0101101010100100, 0110011001010111, 2, 2
HIT, 700, 0110011010100100, 1010011001010111, 3, 3
HIT, 701, 0110010101011000, 1010101001100111, 3, 3
HIT, 702, 0101101010010100, 1010011010101011, 4, 4
HIT, 703, 1001011010010100, 0101011010100111, 4, 4
HIT, 704, 1001101001101000, 1001011010010111, 4, 4
HIT, 705, 1001100101100100, 1010101010010111, 3, 3
MISS, 42, 0110101010100100, 0110011010011011, 3, 1
HIT, 706, 0110100101010100, 1010101001011011, 4, 4
HIT, 707, 0101100101010100, 1010100110010111, 4, 4
HIT, 708, 1001100101011000, 1001010101010111, 4, 4
HIT, 709, 0110100110100100, 0110101001010111, 3, 3
HIT, 710, 1010010101010100, 1010011010011011, 3, 3
HIT, 711, 1001101010011000, 0110101010100111, 4, 4
HIT, 712, 0101011001100100, 1001100101011011, 4, 4
HIT, 713, 0110101001010100, 0101010110010111, 3, 3
HIT, 714, 0110010101101000, 1001011010010111, 4, 4
HIT, 715, 1001100101010100, 1010010101010111, 5, 5
HIT, 716, 1010100101010100, 0110101010100111, 4, 4
HIT, 717, 1001011001101000, 0101011001010111, 4, 4
HIT, 718, 0110101001010100, 0110100110101011, 4, 4
HIT, 719, 0101101010011000, 0101101001010111, 4, 4
HIT, 720, 0110100101100100, 1010010110100111, 5, 5
HIT, 721, 1010010110011000, 1001100110100111, 4, 4
HIT, 722, 1010011001010100, 0110101001010111, 4, 4
HIT, 723, 1010100110101000, 0110011010010111, 4, 4
HIT, 724, 0101101010101000, 1001010110010111, 3, 3
HIT, 725, 0110010110100100, 1010011001010111, 4, 4
HIT, 726, 0110100110100100, 1010011001101011, 4, 4
HIT, 727, 1001011010101000, 0110101010010111, 5, 5
HIT, 728, 0101101010011000, 1001011010100111, 6, 6
MISS, 43, 1001011010100100, 0101011001101011, 3, 1
HIT, 729, 0101101001101000, 0101010101010111, 2, 2
HIT, 730, 1010100110010100, 0110101010100111, 4, 4
HIT, 731, 1001010101011000, 0110100101010111, 5, 5
HIT, 732, 0101010101011000, 0110100101100111, 3, 3
HIT, 733, 1010100101101000, 0110101001011011, 6, 6
HIT, 734, 0101011001011000, 1001100101011011, 4, 4
HIT, 735, 0101010101101000, 1001011010101011, 4, 4
HIT, 736, 1010100110101000, 1001100101010111, 3, 3
HIT, 737, 1001010110011000, 1001010101010111, 4, 4
HIT, 738, 0101100110100100, 1010100101100111, 4, 4
HIT, 739, 1001010101100100, 0101011010100111, 4, 4
HIT, 740, 0101011010101000, 1010011001101011, 3, 3
HIT, 741, 0110011001100100, 0110100110011011, 5, 5
HIT, 742, 0110101010011000, 1010011010010111, 4, 4
HIT, 743, 0101011001011000, 1010101001011011, 4, 4
MISS, 44, 0101101010010100, 1010011010011011, 3, 1
HIT, 744, 1010010101011000, 1001010101100111, 6, 6
HIT, 745, 0101101010100100, 1001101010011011, 4, 4
HIT, 746, 1001100101010100, 1001100110100111, 4, 4
HIT, 747, 1001100110101000, 1010010101101011, 3, 3
HIT, 748, 1010100110010100, 0110010101011011, 4, 4
HIT, 749, 0110010110101000, 1001011010100111, 6, 6
HIT, 750, 0110100110011000, 1001100110100111, 5, 5
HIT, 751, 1010011010100100, 0110101010101011, 4, 4
HIT, 752, 0101100110010100, 0110101001010111, 3, 3
HIT, 753, 1010010110011000, 0101010101101011, 3, 3
HIT, 754, 1010011010011000, 0110010110100111, 4, 4
HIT, 755, 1010010110100100, 1001011010100111, 5, 5
HIT, 756, 0110010110101000, 0110011001010111, 4, 4
HIT, 757, 1010101010011000, 0101100110011011, 3, 3
HIT, 758, 0110011001100100, 1001011010101011, 2, 2
HIT, 759, 1010101010100100, 1010100110100111, 4, 4
HIT, 760, 0110010101100100, 0110011001011011, 4, 4
HIT, 761, 0101010110100100, 0110101010100111, 3, 3
HIT, 762, 0101100101010100, 1001010110010111, 5, 5
HIT, 763, 0101101001011000, 0101101010100111, 4, 4
HIT, 764, 0101011001010100, 1010101001011011, 3, 3
HIT, 765, 0101010110011000, 1010101001010111, 3, 3
HIT, 766, 1010010110011000, 1001010101100111, 4, 4
HIT, 767, 0110101001010100, 1010010110011011, 4, 4
MISS, 45, 0101010101010100, 1001011001101011, 2, 1
HIT, 768, 1001011010010100, 1001010101101011, 4, 4
HIT, 769, 0110100110100100, 1010101001010111, 3, 3
HIT, 770, 0101101010011000, 0110011001101011, 3, 3
HIT, 771, 1001100101101000, 0101101010100111, 4, 4
HIT, 772, 1001100101011000, 1010100110010111, 5, 5
HIT, 773, 0101101001011000, 0101101010010111, 4, 4
HIT, 774, 0101101010100100, 1010010101011011, 3, 3
HIT, 775, 0110010101011000, 0101101010100111, 3, 3
HIT, 776, 1010101010010100, 1001011001100111, 3, 3
HIT, 777, 0101011010101000, 1010011010100111, 4, 4
HIT, 778, 0110101010010100, 0101010110011011, 2, 2
HIT, 779, 1001100110101000, 1010010110100111, 3, 3
MISS, 46, 1001010101010100, 1001100110010111, 3, 1
HIT, 780, 0101100110011000, 1001010110010111, 4, 4
HIT, 781, 1001011010100100, 0101100101100111, 4, 4
HIT, 782, 0101010110010100, 0110010101101011, 4, 4
HIT, 783, 1010011010100100, 1010101001101011, 5, 5
HIT, 784, 1001101001100100, 1010101010100111, 3, 3
HIT, 785, 0110101010010100, 1010101001100111, 5, 5
HIT, 786, 0101011001010100, 0110100101010111, 4, 4
HIT, 787, 1001100101010100, 1010100101010111, 5, 5
HIT, 788, 0110011001101000, 1010101010011011, 3, 3
HIT, 789, 0101010101011000, 0101101010011011, 3, 3
HIT, 790, 1010101001100100, 1010010101011011, 3, 3
HIT, 791, 0101011001010100, 0110010101011011, 5, 5
HIT, 792, 0110010110100100, 0110100101010111, 4, 4
HIT, 793, 1001011001100100, 0101101001101011, 3, 3
MISS, 47, 1010101010010100, 0101010110101011, 3, 1
HIT, 794, 1001100101101000, 0101101001101011, 4, 4
HIT, 795, 0110100110011000, 1010011010100111, 4, 4
HIT, 796, 0101101010011000, 1010010110100111, 4, 4
HIT, 797, 0101010110010100, 1001011010100111, 3, 3
HIT, 798, 0101100110010100, 1010101010101011, 1, 1
HIT, 799, 0110010101101000, 1001010110010111, 5, 5
HIT, 800, 1001011001011000, 0110011001010111, 4, 4
HIT, 801, 0110101001010100, 1001101001101011, 3, 3
HIT, 802, 0101101001101000, 0110100110011011, 5, 5
HIT, 803, 1010011001100100, 0101010110100111, 3, 3
HIT, 804, 1010101001101000, 0101010110011011, 3, 3
HIT, 805, 0101100101100100, 0110011010010111, 3, 3
HIT, 806, 0110011001010100, 0110100101100111, 3, 3
HIT, 807, 1010010110101000, 0101100101010111, 3, 3
HIT, 808, 1010100110011000, 1010011010010111, 4, 4
HIT, 809, 1001010110100100, 0110011010011011, 4, 4
HIT, 810, 1001100101011000, 0110011010100111, 3, 3
HIT, 811, 0110010110011000, 0101010101101011, 3, 3
HIT, 812, 1010100101101000, 1010100110100111, 4, 4
HIT, 813, 0110101001010100, 1001100101101011, 3, 3
HIT, 814, 0101100110101000, 0101101001010111, 3, 3
HIT, 815, 1010100110010100, 1010101010011011, 5, 5
HIT, 816, 1001010101010100, 0101101010101011, 2, 2
HIT, 817, 0110011001101000, 1010101010011011, 3, 3
HIT, 818, 1001101010011000, 1001100110011011, 3, 3
HIT, 819, 1001010101010100, 1010010101101011, 4, 4
HIT, 820, 0101011001100100, 1010101010011011, 3, 3
HIT, 821, 0101100110100100, 1001011001100111, 5, 5
HIT, 822, 0101100110010100, 1001010110101011, 3, 3
HIT, 823, 0101100110011000, 1001011001100111, 6, 6
HIT, 824, 0110101001101000, 0110101010011011, 5, 5
HIT, 825, 0110011001100100, 0101010101011011, 2, 2
HIT, 826, 0101101001101000, 1010100110010111, 4, 4
MISS, 48, 0101101010011000, 0110011001011011, 3, 1
HIT, 827, 0110010110101000, 0110010110100111, 6, 6
HIT, 828, 1010011010010100, 1010100101101011, 4, 4
HIT, 829, 0101010101101000, 1010010110011011, 3, 3
MISS, 49, 1010100101010100, 0110101010101011, 3, 1
MISS, 50, 0101100101101000, 1010011010100111, 3, 1
HIT, 830, 0110011001100100, 0110101001010111, 2, 2
HIT, 831, 1001101001101000, 0101101001010111, 4, 4
HIT, 832, 1010101010010100, 1010010110011011, 4, 4
HIT, 833, 0110010110101000, 1001011001101011, 4, 4
HIT, 834, 1010101001100100, 1010010101100111, 3, 3
HIT, 835, 0101010110011000, 0110011001101011, 4, 4
HIT, 836, 1010101010100100, 1010011010101011, 4, 4
HIT, 837, 1001010101100100, 0101010110011011, 6, 6
HIT, 838, 1010100101011000, 1001100110101011, 3, 3
HIT, 839, 1001011010100100, 0110010101011011, 3, 3
HIT, 840, 0110101001010100, 1010101001010111, 6, 6
HIT, 841, 0110100110100100, 1010100110010111, 4, 4
HIT, 842, 0110100110011000, 1010011001010111, 5, 5
HIT, 843, 1001011001100100, 1001100110011011, 5, 5
HIT, 844, 0101010101100100, 0110010110011011, 4, 4
HIT, 845, 1010011001010100, 1010010110010111, 4, 4
HIT, 846, 0110011010100100, 1001011010011011, 3, 3
HIT, 847, 1010011001101000, 0110101001010111, 3, 3
HIT, 848, 0101101010101000, 0110100101010111, 3, 3
HIT, 849, 1010011001101000, 1001101010101011, 4, 4
HIT, 850, 1010100101101000, 1001011001101011, 4, 4
HIT, 851, 1010100110101000, 1010101001011011, 4, 4
HIT, 852, 1010011001100100, 1001010110100111, 3, 3
HIT, 853, 1001101010010100, 0101100101101011, 3, 3
HIT, 854, 0110011010010100, 1001010110101011, 3, 3
HIT, 855, 0110010101010100, 0110011010101011, 3, 3
HIT, 856, 0101010110010100, 1010011010100111, 2, 2
HIT, 857, 1001011010101000, 1010101001010111, 4, 4
HIT, 858, 1010010101011000, 1001011010100111, 3, 3
HIT, 859, 0101011010010100, 0101011001010111, 4, 4
HIT, 860, 0110100101010100, 0110101001101011, 3, 3
HIT, 861, 1010101001011000, 1001101010011011, 4, 4
HIT, 862, 1001011001101000, 0110101001011011, 4, 4
MISS, 51, 0110010110100100, 0110101001101011, 3, 1
HIT, 863, 0110011001011000, 0110010101010111, 4, 4
HIT, 864, 0101101001100100, 0101011001101011, 3, 3
HIT, 865, 1001100101011000, 0110100110100111, 3, 3
MISS, 52, 1001100101100100, 1001010101010111, 3, 1
HIT, 866, 0101011001011000, 0110011010100111, 3, 3
HIT, 867, 0101010110010100, 1001100101010111, 4, 4
HIT, 868, 0110011001100100, 0110010101100111, 3, 3
HIT, 869, 0101010101010100, 1001100110011011, 1, 1
HIT, 870, 1001100101100100, 1010011010011011, 3, 3
HIT, 871, 0101010110010100, 0110100101010111, 4, 4
HIT, 872, 1001100110100100, 0110101001011011, 3, 3
HIT, 873, 0110011001010100, 1010011010010111, 3, 3
HIT, 874, 0110101010010100, 1001010101100111, 3, 3
MISS, 53, 1010011001100100, 1001101010100111, 3, 1
HIT, 875, 0101100101011000, 1001100110100111, 3, 3
HIT, 876, 0110010110011000, 1010010110010111, 5, 5
HIT, 877, 0110101001010100, 0110011001101011, 3, 3
HIT, 878, 1010010101101000, 0101010110011011, 4, 4
HIT, 879, 0110010101100100, 0101101010100111, 3, 3
HIT, 880, 0110100101101000, 0110100101011011, 5, 5
HIT, 881, 1001101010101000, 1001010101010111, 2, 2
HIT, 882, 1010100101101000, 1010011001011011, 4, 4
HIT, 883, 0110101010101000, 1001011001010111, 2, 2
HIT, 884, 1001100101101000, 0101011001010111, 4, 4
HIT, 885, 1001101001010100, 0101010110101011, 3, 3
HIT, 886, 1001100101101000, 0110101001011011, 4, 4
HIT, 887, 1001010110101000, 1010100101101011, 4, 4
HIT, 888, 0101100110100100, 1001101001101011, 5, 5
MISS, 54, 0101010110100100, 0101100110010111, 3, 1
HIT, 889, 1010011010100100, 0101101010100111, 4, 4
HIT, 890, 1001100101011000, 0110101010010111, 3, 3
HIT, 891, 1001101001010100, 1001101001101011, 5, 5
HIT, 892, 0101010101100100, 0101101001011011, 3, 3
HIT, 893, 0101011001100100, 1001101010100111, 3, 3
HIT, 894, 1001011010010100, 0101101010011011, 4, 4
HIT, 895, 0101010101011000, 0101011001010111, 4, 4
HIT, 896, 0110101010101000, 1001010110100111, 3, 3
HIT, 897, 1001011010101000, 1010010101010111, 3, 3
HIT, 898, 0110101001011000, 0101010110010111, 3, 3
HIT, 899, 1010100110011000, 1010010101011011, 3, 3
HIT, 900, 0101011010100100, 1010010101010111, 3, 3
HIT, 901, 1001011010100100, 1010101001101011, 4, 4
HIT, 902, 0110101001100100, 0110010101101011, 3, 3
HIT, 903, 1010101010010100, 1001101001010111, 4, 4
HIT, 904, 1001011010101000, 1001010110011011, 3, 3
HIT, 905, 0101010110101000, 1001100110100111, 3, 3
HIT, 906, 1001010101010100, 0101101001101011, 2, 2
MISS, 55, 1001010101011000, 0101100101100111, 3, 1
HIT, 907, 0101101001011000, 1010011001010111, 3, 3
HIT, 908, 0110100110101000, 1001010101011011, 2, 2
HIT, 909, 1010011001101000, 0110100110101011, 4, 4
HIT, 910, 1010100110011000, 1001010110010111, 3, 3
HIT, 911, 1010010101101000, 0110101001100111, 3, 3
HIT, 912, 1010011001101000, 0101100101100111, 3, 3
HIT, 913, 1001011001100100, 1001010101010111, 3, 3
HIT, 914, 1010100110101000, 0110100110011011, 4, 4
HIT, 915, 1010101010010100, 0101011001100111, 2, 2
HIT, 916, 1010011010100100, 1001010101100111, 2, 2
HIT, 917, 1010010110100100, 0101011010010111, 5, 5
HIT, 918, 1001010101101000, 1010010101101011, 5, 5
HIT, 919, 0101010101100100, 1001011001101011, 4, 4
HIT, 920, 1010010110011000, 1010011001101011, 4, 4
HIT, 921, 1010011010101000, 0110100110011011, 4, 4
HIT, 922, 0110100101011000, 1010010110010111, 4, 4
HIT, 923, 0101010101101000, 0101101010010111, 4, 4
HIT, 924, 1001010101101000, 1001101010100111, 3, 3
HIT, 925, 1001100110100100, 0101010101010111, 1, 1
HIT, 926, 0110010110101000, 1010101001100111, 3, 3
HIT, 927, 1010101010011000, 0110100110100111, 4, 4
HIT, 928, 1001100101011000, 0101011010010111, 4, 4
HIT, 929, 0101101001100100, 1010101001010111, 3, 3
HIT, 930, 0110100110101000, 0101010101011011, 2, 2
HIT, 931, 0110011010101000, 0110101001011011, 4, 4
HIT, 932, 0101101001010100, 0101101010010111, 4, 4
HIT, 933, 1001011010011000, 0110011001011011, 4, 4
HIT, 934, 1001100101101000, 1001011001101011, 4, 4
HIT, 935, 0110011010011000, 1001101001100111, 6, 6
HIT, 936, 1001101010100100, 0101011001101011, 4, 4
HIT, 937, 1010101010010100, 1010101001101011, 5, 5
HIT, 938, 1001100101010100, 1010100101100111, 3, 3
HIT, 939, 1010101010101000, 1010101001011011, 4, 4
HIT, 940, 0110010101101000, 0110010101101011, 7, 7
HIT, 941, 0101011001100100, 0110010101101011, 4, 4
HIT, 942, 0110010110101000, 0101101010011011, 5, 5
HIT, 943, 0101011001100100, 1010011010101011, 3, 3
HIT, 944, 0101100101011000, 0110011010100111, 3, 3
HIT, 945, 0110100110011000, 1010011010010111, 4, 4